200 5
199.2 4.693
198.4 4.3334
197.6 4.2032
196.8 3.9457
196 3.8393
195.2 3.8105
194.4 3.7766
193.6 3.4216
192.8 2.8673
192 2.4654
191.2 2.4382
190.4 2.6413
189.6 2.8405
188.8 2.9392
188 3.1301
187.2 3.159
186.4 3.1426
185.6 3.1385
184.8 3.136
184 3.1236
183.2 2.9111
182.4 2.804
181.6 2.5787
180.8 2.3233
180 2.2254
179.2 2.2563
178.4 2.475
177.6 2.8911
176.8 3.0112
176 2.8539
175.2 2.8361
174.4 2.8903
173.6 2.9457
172.8 2.88
172 2.7444
171.2 2.5039
170.4 2.7076
169.6 2.8468
168.8 2.9147
168 2.5884
167.2 2.3444
166.4 2.0585
165.6 1.7831
164.8 1.4843
164 1.3195
163.2 1.0199
162.4 0.742
161.6 0.6862
160.8 0.67259
160 0.67395
159.2 0.69486
158.4 0.78933
157.6 1.0504
156.8 1.2611
156 1.277
155.2 1.286
154.4 1.3088
153.6 1.411
152.8 1.5331
152 1.5904
151.2 1.4388
150.4 1.1731
149.6 0.74637
148.8 0.22356
148 0.135
147.2 0.139
146.4 0.23844
145.6 0.30907
144.8 0.36112
144 0.46155
143.2 0.56027
142.4 0.58233
141.6 0.58393
140.8 0.53953
140 0.51963
139.2 0.63272
138.4 0.86156
137.6 1.1695
136.8 1.5533
136 1.9418
135.2 2.1411
134.4 2.202
133.6 2.2889
132.8 2.1886
132 2.2407
131.2 2.2338
130.4 2.2299
129.6 2.2242
128.8 2.2358
128 2.2059
127.2 2.0984
126.4 1.9731
125.6 1.8806
124.8 1.9031
124 1.9824
123.2 2.0247
122.4 1.9683
121.6 1.8446
120.8 1.6912
120 1.6133
119.2 1.4622
118.4 1.3706
117.6 1.2463
116.8 1.2283
116 1.1862
115.2 1.0839
114.4 1.2532
113.6 1.3285
112.8 1.3936
112 1.3978
111.2 1.4012
110.4 1.4116
109.6 1.4591
108.8 1.5317
108 1.5449
107.2 1.5793
106.4 1.4898
105.6 1.15
104.8 0.76269
104 0.73384
103.2 0.72698
102.4 0.72753
101.6 0.73551
100.8 0.76545
100 1.0319
99.2 1.5734
98.4 1.742
97.6 1.6523
96.8 1.2457
96 1.197
95.2 1.3753
94.4 1.6108
93.6 2.0006
92.8 2.5906
92 3.3095
91.2 4.0085
90.4 4.4892
89.6 4.6263
88.8 4.6284
88 4.6121
87.2 4.6012
86.4 4.5724
85.6 4.5089
84.8 4.4852
84 4.4796
83.2 4.479
82.4 4.4776
81.6 4.4678
80.8 4.3698
80 4.1955
79.2 4.0156
78.4 3.8451
77.6 3.7016
76.8 3.5844
76 3.3383
75.2 3.2804
74.4 3.2679
73.6 3.2625
72.8 3.2577
72 3.2423
71.2 2.9894
70.4 2.6527
69.6 2.3206
68.8 2.2241
68 2.2221
67.2 2.2909
66.4 2.5029
65.6 2.6097
64.8 2.7035
64 2.8253
63.2 2.8422
62.4 2.8436
61.6 2.8412
60.8 2.7752
60 2.7226
59.2 2.5484
58.4 2.6073
57.6 2.6643
56.8 2.7145
56 2.7986
55.2 2.8521
54.4 2.9279
53.6 2.9338
52.8 2.9357
52 2.9379
51.2 2.9415
50.4 2.953
49.6 3.0034
48.8 3.0796
48 3.0865
47.2 3.0877
46.4 3.0924
45.6 3.0985
44.8 3.1128
44 3.1794
43.2 3.3492
42.4 3.5331
41.6 2.9792
41.96 3.7792
41.16 4.2708
40.36 4.7235
39.56 4.7996
39.224 5.5996
38.424 5.9695
37.624 6.1707
36.824 6.085
37.427 6.885
36.627 7.104
35.827 7.2264
35.027 7.3145
34.227 7.383
33.427 7.4263
34.227 8.1415
33.427 8.2653
32.627 8.6293
31.931 9.4293
31.365 10.229
30.609 11.029
29.809 11.645
29.009 12.361
28.616 13.161
28.413 13.961
28.264 14.761
28.094 15.561
27.99 16.361
27.839 17.161
27.681 17.961
27.563 18.761
27.421 19.561
27.233 20.361
26.947 21.161
26.6 21.961
26.249 22.761
26.082 23.561
25.809 24.361
25.511 25.161
25.331 25.961
25.043 26.761
24.727 27.561
24.338 28.361
23.538 29.134
22.738 29.057
21.938 29.193
21.278 29.993
21.094 30.793
20.787 31.593
20.698 32.393
20.606 33.193
20.351 33.993
20.277 34.793
20.187 35.593
19.916 36.393
19.746 37.193
19.121 37.993
18.321 38.688
17.751 39.488
17.56 40.288
17.253 41.088
17.132 41.888
16.895 42.688
16.703 43.488
16.459 44.288
16.281 45.088
16.181 45.888
15.887 46.688
15.155 47.488
14.355 47.317
13.555 46.842
12.755 46.088
12.272 45.288
11.97 44.488
11.711 43.688
11.47 42.888
11.26 42.088
11.06 41.288
10.858 40.488
10.666 39.688
10.486 38.888
10.304 38.088
10.116 37.288
9.93 36.488
9.7472 35.688
9.5601 34.888
9.366 34.088
9.1688 33.288
8.9687 32.488
8.7626 31.688
8.5512 30.888
8.3349 30.088
8.1111 29.288
7.8779 28.488
7.6353 27.688
7.3824 26.888
7.1181 26.088
6.8419 25.288
6.5527 24.488
6.2489 23.688
5.9275 22.888
5.5846 22.088
5.2152 21.288
4.8136 20.488
4.3727 19.688
3.8843 18.888
3.3382 18.088
2.722 17.288
2.0214 16.488
1.2214 15.689
0.42143 14.991
-0.37857 14.373
-1.1786 13.823
-1.9786 13.337
-2.7786 12.914
-3.5786 12.555
-4.3786 12.261
-5.1786 12.031
-5.9786 11.857
-6.7786 11.731
-7.5786 11.641
-8.3786 11.577
-9.1786 11.529
-9.9786 11.493
-10.779 11.463
-11.579 11.432
-12.379 11.393
-13.179 11.333
-13.979 11.238
-14.779 11.103
-15.579 10.937
-16.379 10.761
-17.179 10.6
-17.979 10.474
-18.779 10.392
-19.579 10.352
-20.379 10.344
-21.179 10.344
-21.979 10.322
-22.779 10.25
-23.579 10.115
-24.379 9.924
-25.179 9.6923
-25.979 9.4351
-26.779 9.1698
-27.579 8.9156
-28.379 8.6869
-29.179 8.4896
-29.979 8.3192
-30.779 8.1614
-31.579 7.998
-32.379 7.8163
-33.179 7.6106
-33.979 7.384
-34.779 7.1493
-35.579 6.9299
-36.379 6.7489
-37.179 6.622
-37.979 6.553
-38.779 6.5356
-39.579 6.5589
-40.379 6.6134
-41.179 6.6957
-41.979 6.8091
-42.779 6.9618
-43.579 7.1612
-44.379 7.4104
-45.179 7.701
-45.979 8.0133
-46.779 8.3243
-47.579 8.6205
-48.379 8.901
-49.179 9.1697
-49.979 9.4244
-50.779 9.6597
-51.579 9.8756
-52.379 10.08
-53.179 10.285
-53.979 10.506
-54.779 10.759
-55.579 11.044
-56.379 11.342
-57.179 11.629
-57.979 11.882
-58.779 12.08
-59.579 12.199
-60.379 12.228
-61.179 12.196
-61.979 12.131
-62.779 12.058
-63.579 12.011
-64.379 12.02
-65.179 12.1
-65.979 12.243
-66.779 12.414
-67.579 12.559
-68.379 12.636
-69.179 12.655
-69.979 12.654
-70.779 12.637
-71.579 12.566
-72.379 12.404
-73.179 12.134
-73.979 11.773
-74.779 11.373
-75.579 10.996
-76.379 10.684
-77.179 10.443
-77.979 10.245
-78.779 10.047
-79.579 9.811
-80.379 9.5371
-81.179 9.256
-81.979 8.9964
-82.779 8.7649
-83.579 8.546
-84.379 8.3224
-85.179 8.0864
-85.979 7.8442
-86.779 7.6151
-87.579 7.4203
-88.379 7.263
-89.179 7.1252
-89.979 6.9899
-90.779 6.8576
-91.579 6.738
-92.379 6.6315
-93.179 6.525
-93.979 6.4099
-94.779 6.2986
-95.579 6.2134
-96.379 6.1767
-97.179 6.2016
-97.979 6.2896
-98.779 6.429
-99.579 6.5918
-100.38 6.7348
-101.18 6.8086
-101.98 6.7913
-102.78 6.7007
-103.58 6.5736
-104.38 6.4482
-105.18 6.3518
-105.98 6.2953
