200 0
199.2 0
198.4 0
197.6 0
196.8 0
196 0
195.2 0
194.4 0
194.99 -0.8
194.19 -0.8
193.39 -0.8
193.34 -1.6
192.54 -1.6
191.74 -1.6
190.94 -1.6
190.14 -1.6
189.34 -1.6
188.54 -1.6
187.74 -1.6
186.94 -1.6
186.14 -1.6
185.34 -1.6
184.54 -1.6
183.74 -1.6
182.94 -1.6
182.14 -1.6
181.34 -1.6
180.54 -1.6
179.74 -1.6
178.94 -1.6
178.14 -1.6
177.34 -1.6
176.54 -1.6
175.74 -1.6
174.94 -1.6
174.14 -1.6
173.34 -1.6
172.54 -1.6
171.74 -1.6
170.94 -1.6
170.14 -1.6
169.34 -1.6
168.54 -1.6
167.74 -1.6
166.94 -1.6
166.14 -1.6
166.07 -2.4
166.04 -1.6
165.99 -2.4
165.96 -1.6
165.92 -2.4
165.88 -1.6
165.84 -2.4
165.81 -1.6
165.77 -2.4
165.74 -1.6
165.7 -2.4
165.67 -1.6
165.63 -2.4
165.6 -1.6
165.57 -2.4
165.53 -1.6
165.61 -2.4
165.57 -1.6
165.59 -2.4
165.55 -1.6
165.6 -2.4
165.56 -1.6
165.59 -2.4
165.55 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
165.59 -2.4
165.56 -1.6
