v		t		bl		nv
0.10	1.0		0		0
0.15	1.0		1		2
0.20	1.0		1		11
0.25	1.0		1		20
0.35	1.0		1		42
0.45	1.0		0		69
0.55	1.0		0		120
0.65	1.0		0		176
0.10	0.7		0		0
0.15	0.7		0		0
0.25	0.7		1		3
0.35	0.7		1		20
0.45	0.7		0		54
0.55	0.7		0		85
0.65	0.7		0		107
0.10	0.5		0		0
0.25	0.5		0		0
0.35	0.5		1		10
0.45	0.5		1		32
0.55	0.5		0		60
0.65	0.5		0		94
0.10	0.4		0		0
0.25	0.4		0		0
0.35	0.4		0		0
