    0.4669         0
    0.4722    0.0236
    0.4775    0.0470
    0.4828    0.0705
    0.4881    0.0938
    0.4934    0.1170
    0.4987    0.1403
    0.5040    0.1631
    0.5093    0.1857
    0.5146    0.2082
    0.5199    0.2305
    0.5252    0.2527
    0.5305    0.2747
    0.5358    0.2965
    0.5411    0.3179
    0.5464    0.3392
    0.5517    0.3603
    0.5570    0.3815
    0.5623    0.4028
    0.5677    0.4244
    0.5730    0.4455
    0.5783    0.4667
    0.5836    0.4879
    0.5889    0.5091
    0.5942    0.5303
    0.5995    0.5516
    0.6048    0.5727
    0.6101    0.5935
    0.6154    0.6144
    0.6207    0.6353
    0.6260    0.6561
    0.6313    0.6767
    0.6366    0.6972
    0.6419    0.7175
    0.6472    0.7375
    0.6525    0.7572
    0.6578    0.7767
    0.6631    0.7960
    0.6685    0.8153
    0.6738    0.8341
    0.6791    0.8528
    0.6844    0.8714
    0.6897    0.8898
    0.6950    0.9080
    0.7003    0.9261
    0.7056    0.9439
    0.7109    0.9617
    0.7162    0.9793
    0.7215    0.9968
    0.7268    1.0142
    0.7321    1.0315
    0.7374    1.0487
    0.7427    1.0659
    0.7480    1.0829
    0.7533    1.1000
    0.7586    1.1169
    0.7639    1.1339
    0.7692    1.1507
    0.7746    1.1679
    0.7799    1.1847
    0.7852    1.2014
    0.7905    1.2181
    0.7958    1.2348
    0.8011    1.2514
    0.8064    1.2680
    0.8117    1.2845
    0.8170    1.3009
    0.8223    1.3173
    0.8276    1.3336
    0.8329    1.3499
    0.8382    1.3660
    0.8435    1.3820
    0.8488    1.3979
    0.8541    1.4137
    0.8594    1.4293
    0.8647    1.4447
    0.8700    1.4600
    0.8754    1.4754
    0.8807    1.4904
    0.8860    1.5052
    0.8913    1.5200
    0.8966    1.5347
    0.9019    1.5493
    0.9072    1.5638
    0.9125    1.5782
    0.9178    1.5926
    0.9231    1.6069
    0.9284    1.6212
    0.9337    1.6354
    0.9390    1.6496
    0.9443    1.6638
    0.9496    1.6779
    0.9549    1.6920
    0.9602    1.7060
    0.9655    1.7201
    0.9708    1.7341
    0.9762    1.7483
    0.9815    1.7623
    0.9868    1.7763
    0.9921    1.7902
    0.9974    1.8042
    1.0027    1.8181
    1.0080    1.8320
    1.0133    1.8459
    1.0186    1.8597
    1.0239    1.8736
    1.0292    1.8874
    1.0345    1.9012
    1.0398    1.9150
    1.0451    1.9287
    1.0504    1.9425
    1.0557    1.9561
    1.0610    1.9698
    1.0663    1.9834
    1.0716    1.9969
    1.0769    2.0104
    1.0823    2.0241
    1.0876    2.0374
    1.0929    2.0507
    1.0982    2.0639
    1.1035    2.0770
    1.1088    2.0900
    1.1141    2.1029
    1.1194    2.1159
    1.1247    2.1289
    1.1300    2.1420
    1.1353    2.1551
    1.1406    2.1683
    1.1459    2.1814
    1.1512    2.1946
    1.1565    2.2078
    1.1618    2.2210
    1.1671    2.2342
    1.1724    2.2474
    1.1777    2.2606
    1.1831    2.2740
    1.1884    2.2872
    1.1937    2.3003
    1.1990    2.3134
    1.2043    2.3264
    1.2096    2.3394
    1.2149    2.3524
    1.2202    2.3653
    1.2255    2.3782
    1.2308    2.3910
    1.2361    2.4038
    1.2414    2.4165
    1.2467    2.4291
    1.2520    2.4417
    1.2573    2.4542
    1.2626    2.4666
    1.2679    2.4789
    1.2732    2.4912
    1.2785    2.5034
    1.2838    2.5156
    1.2892    2.5279
    1.2945    2.5398
    1.2998    2.5517
    1.3051    2.5635
    1.3104    2.5753
    1.3157    2.5869
    1.3210    2.5985
    1.3263    2.6100
    1.3316    2.6214
    1.3369    2.6328
    1.3422    2.6440
    1.3475    2.6552
    1.3528    2.6663
    1.3581    2.6774
    1.3634    2.6883
    1.3687    2.6992
    1.3740    2.7101
    1.3793    2.7208
    1.3846    2.7315
    1.3900    2.7424
    1.3953    2.7530
    1.4006    2.7635
    1.4059    2.7740
    1.4112    2.7844
    1.4165    2.7948
    1.4218    2.8052
    1.4271    2.8155
    1.4324    2.8258
    1.4377    2.8360
    1.4430    2.8462
    1.4483    2.8563
    1.4536    2.8665
    1.4589    2.8766
    1.4642    2.8866
    1.4695    2.8966
    1.4748    2.9066
    1.4801    2.9166
    1.4854    2.9265
    1.4908    2.9366
    1.4961    2.9465
    1.5014    2.9563
    1.5067    2.9661
    1.5120    2.9759
    1.5173    2.9857
    1.5226    2.9955
    1.5279    3.0052
    1.5332    3.0149
    1.5385    3.0246
    1.5438    3.0343
    1.5491    3.0439
    1.5544    3.0536
    1.5597    3.0632
    1.5650    3.0728
    1.5703    3.0824
    1.5756    3.0920
    1.5809    3.1016
