cf			2xi			5xi			2err		5err
0.0400	0.0849	0.0283	0.0285		0.0285
0.2200	0.1980	0.1414	0.0285		0.0285
0.3600	0.2546	0.1980	0.0285		0.0285
0.4800	0.3111	0.2546	0.0285		0.0285
0.7700	0.4243	0.3111	0.0285		0.0285
0.9100	0.4525	0.3394	0.0285		0.0285
1.0000	0.4600	0.3600	0.0285		0.0285
