
# Surface 0 of 1 surfaces

# Curve title: ""numerics/figures/profile1-1um-gnu.dat" using 1:2:3"
# IsoCurve 0, 65536 points
# x y z type
3.2156900e-01 1.7254900e-01 4.0191500e+00 4.01915 i
3.2549000e-01 1.7254900e-01 4.0187100e+00 4.01871 i
3.2941200e-01 1.7254900e-01 3.9828000e+00 3.9828 i
3.3333300e-01 1.7254900e-01 3.8688500e+00 3.86885 i
3.3725500e-01 1.7254900e-01 3.8967800e+00 3.89678 i
3.4117600e-01 1.7254900e-01 3.9530900e+00 3.95309 i
3.4509800e-01 1.7254900e-01 3.8391400e+00 3.83914 i
3.4902000e-01 1.7254900e-01 3.8741700e+00 3.87417 i
3.5294100e-01 1.7254900e-01 3.8382600e+00 3.83826 i
3.5686300e-01 1.7254900e-01 3.9584100e+00 3.95841 i
3.6078400e-01 1.7254900e-01 4.0430900e+00 4.04309 i
3.6470600e-01 1.7254900e-01 4.1206800e+00 4.12068 i
3.6862700e-01 1.7254900e-01 4.1486100e+00 4.14861 i
3.7254900e-01 1.7254900e-01 4.1836400e+00 4.18364 i
3.7647100e-01 1.7254900e-01 4.0626000e+00 4.0626 i
3.8039200e-01 1.7254900e-01 4.0054000e+00 4.0054 i
3.8431400e-01 1.7254900e-01 3.9553000e+00 3.9553 i
3.8823500e-01 1.7254900e-01 3.8342600e+00 3.83426 i
3.9215700e-01 1.7254900e-01 3.8763800e+00 3.87638 i
3.9607800e-01 1.7254900e-01 3.6773100e+00 3.67731 i
4.0000000e-01 1.7254900e-01 3.7974600e+00 3.79746 i
4.0392200e-01 1.7254900e-01 3.7544500e+00 3.75445 i
4.0784300e-01 1.7254900e-01 3.9597300e+00 3.95973 i
4.1176500e-01 1.7254900e-01 4.0160400e+00 4.01604 i
4.1568600e-01 1.7254900e-01 4.0723400e+00 4.07234 i
4.1960800e-01 1.7254900e-01 4.1783100e+00 4.17831 i
4.2352900e-01 1.7254900e-01 4.0998300e+00 4.09983 i
4.2745100e-01 1.7254900e-01 4.0993900e+00 4.09939 i
4.3137300e-01 1.7254900e-01 4.0776600e+00 4.07766 i
4.3529400e-01 1.7254900e-01 4.0275600e+00 4.02756 i
4.3921600e-01 1.7254900e-01 3.9632700e+00 3.96327 i
4.4313700e-01 1.7254900e-01 4.0337700e+00 4.03377 i
4.4705900e-01 1.7254900e-01 4.0049500e+00 4.00495 i
4.5098000e-01 1.7254900e-01 4.1180100e+00 4.11801 i
4.5490200e-01 1.7254900e-01 3.9898700e+00 3.98987 i
4.5882400e-01 1.7254900e-01 4.1100200e+00 4.11002 i
4.6274500e-01 1.7254900e-01 4.1805200e+00 4.18052 i
4.6666700e-01 1.7254900e-01 4.0807600e+00 4.08076 i
4.7058800e-01 1.7254900e-01 4.0874100e+00 4.08741 i
4.7451000e-01 1.7254900e-01 4.0940600e+00 4.09406 i
4.7843100e-01 1.7254900e-01 3.9659300e+00 3.96593 i
4.8235300e-01 1.7254900e-01 4.0080500e+00 4.00805 i
4.8627500e-01 1.7254900e-01 4.1352900e+00 4.13529 i
4.9019600e-01 1.7254900e-01 4.0639100e+00 4.06391 i
4.9411800e-01 1.7254900e-01 4.1415000e+00 4.1415 i
4.9803900e-01 1.7254900e-01 4.1410500e+00 4.14105 i
5.0196100e-01 1.7254900e-01 4.1406100e+00 4.14061 i
5.0588200e-01 1.7254900e-01 4.0905100e+00 4.09051 i
5.0980400e-01 1.7254900e-01 4.0687800e+00 4.06878 i
5.1372500e-01 1.7254900e-01 4.1392800e+00 4.13928 i
5.1764700e-01 1.7254900e-01 4.0820800e+00 4.08208 i
5.2156900e-01 1.7254900e-01 4.1596700e+00 4.15967 i
5.2549000e-01 1.7254900e-01 4.1450400e+00 4.14504 i
5.2941200e-01 1.7254900e-01 4.1091300e+00 4.10913 i
5.3333300e-01 1.7254900e-01 4.1938100e+00 4.19381 i
5.3725500e-01 1.7254900e-01 4.3068700e+00 4.30687 i
5.4117600e-01 1.7254900e-01 4.5121500e+00 4.51215 i
5.4509800e-01 1.7254900e-01 4.5188000e+00 4.5188 i
5.4902000e-01 1.7254900e-01 4.4828800e+00 4.48288 i
5.5294100e-01 1.7254900e-01 4.3334700e+00 4.33347 i
5.5686300e-01 1.7254900e-01 4.4252400e+00 4.42524 i
5.6078400e-01 1.7254900e-01 4.3325800e+00 4.33258 i
5.6470600e-01 1.7254900e-01 4.2257300e+00 4.22573 i
5.6862700e-01 1.7254900e-01 4.2536600e+00 4.25366 i
5.7254900e-01 1.7254900e-01 4.2248400e+00 4.22484 i
5.7647100e-01 1.7254900e-01 4.1038000e+00 4.1038 i
5.8039200e-01 1.7254900e-01 4.1955700e+00 4.19557 i
5.8431400e-01 1.7254900e-01 4.0603500e+00 4.06035 i
5.8823500e-01 1.7254900e-01 4.1450300e+00 4.14503 i
5.9215700e-01 1.7254900e-01 4.0239900e+00 4.02399 i
5.9607800e-01 1.7254900e-01 4.0590100e+00 4.05901 i
6.0000000e-01 1.7254900e-01 4.0514800e+00 4.05148 i
6.0392200e-01 1.7254900e-01 4.0155600e+00 4.01556 i
6.0784300e-01 1.7254900e-01 4.1357200e+00 4.13572 i
6.1176500e-01 1.7254900e-01 4.1281800e+00 4.12818 i
6.1568600e-01 1.7254900e-01 4.3192700e+00 4.31927 i
6.1960800e-01 1.7254900e-01 4.2975400e+00 4.29754 i
6.2352900e-01 1.7254900e-01 4.4389800e+00 4.43898 i
6.2745100e-01 1.7254900e-01 4.4527200e+00 4.45272 i
6.3137300e-01 1.7254900e-01 4.4380900e+00 4.43809 i
6.3529400e-01 1.7254900e-01 4.4447400e+00 4.44474 i
6.3921600e-01 1.7254900e-01 4.4442900e+00 4.44429 i
6.4313700e-01 1.7254900e-01 4.4367600e+00 4.43676 i
6.4705900e-01 1.7254900e-01 4.3370000e+00 4.337 i
6.5098000e-01 1.7254900e-01 4.3223700e+00 4.32237 i
6.5490200e-01 1.7254900e-01 4.3290200e+00 4.32902 i
6.5882400e-01 1.7254900e-01 4.2576300e+00 4.25763 i
6.6274500e-01 1.7254900e-01 4.2642800e+00 4.26428 i
6.6666700e-01 1.7254900e-01 4.2851200e+00 4.28512 i
6.7058800e-01 1.7254900e-01 4.2350200e+00 4.23502 i
6.7451000e-01 1.7254900e-01 4.2771400e+00 4.27714 i
6.7843100e-01 1.7254900e-01 4.3050700e+00 4.30507 i
6.8235300e-01 1.7254900e-01 4.1982200e+00 4.19822 i
6.8627500e-01 1.7254900e-01 4.2474300e+00 4.24743 i
6.9019600e-01 1.7254900e-01 4.2895500e+00 4.28955 i
6.9411800e-01 1.7254900e-01 4.3458600e+00 4.34586 i
6.9803900e-01 1.7254900e-01 4.3170400e+00 4.31704 i
7.0196100e-01 1.7254900e-01 4.3733500e+00 4.37335 i
7.0588200e-01 1.7254900e-01 4.3658100e+00 4.36581 i
7.0980400e-01 1.7254900e-01 4.2234900e+00 4.22349 i
7.1372500e-01 1.7254900e-01 4.0882600e+00 4.08826 i
7.1764700e-01 1.7254900e-01 4.2084100e+00 4.20841 i
7.2156900e-01 1.7254900e-01 4.1299300e+00 4.12993 i
7.2549000e-01 1.7254900e-01 4.2997400e+00 4.29974 i
7.2941200e-01 1.7254900e-01 4.2993000e+00 4.2993 i
7.3333300e-01 1.7254900e-01 4.3201400e+00 4.32014 i
7.3725500e-01 1.7254900e-01 4.4899500e+00 4.48995 i
7.4117600e-01 1.7254900e-01 4.3476200e+00 4.34762 i
7.4509800e-01 1.7254900e-01 4.4464900e+00 4.44649 i
7.4902000e-01 1.7254900e-01 4.4744300e+00 4.47443 i
7.5294100e-01 1.7254900e-01 4.5094500e+00 4.50945 i
7.5686300e-01 1.7254900e-01 4.5231900e+00 4.52319 i
7.6078400e-01 1.7254900e-01 4.3099300e+00 4.30993 i
7.6470600e-01 1.7254900e-01 4.3165800e+00 4.31658 i
7.6862700e-01 1.7254900e-01 4.0891400e+00 4.08914 i
7.7254900e-01 1.7254900e-01 4.1454400e+00 4.14544 i
7.7647100e-01 1.7254900e-01 4.1450000e+00 4.145 i
7.8039200e-01 1.7254900e-01 4.1232700e+00 4.12327 i
7.8431400e-01 1.7254900e-01 4.1937700e+00 4.19377 i
7.8823500e-01 1.7254900e-01 4.3423000e+00 4.3423 i
7.9215700e-01 1.7254900e-01 4.2212600e+00 4.22126 i
7.9607800e-01 1.7254900e-01 4.1215000e+00 4.1215 i
8.0000000e-01 1.7254900e-01 4.0288300e+00 4.02883 i
8.0392200e-01 1.7254900e-01 3.9361700e+00 3.93617 i
8.0784300e-01 1.7254900e-01 3.8009400e+00 3.80094 i
8.1176500e-01 1.7254900e-01 3.9352800e+00 3.93528 i
8.1568600e-01 1.7254900e-01 4.0483400e+00 4.04834 i
8.1960800e-01 1.7254900e-01 4.0124200e+00 4.01242 i
8.2352900e-01 1.7254900e-01 4.1113000e+00 4.1113 i
8.2745100e-01 1.7254900e-01 4.1392300e+00 4.13923 i
8.3137300e-01 1.7254900e-01 4.0962200e+00 4.09622 i
8.3529400e-01 1.7254900e-01 4.1241500e+00 4.12415 i
8.3921600e-01 1.7254900e-01 4.0102000e+00 4.0102 i
8.4313700e-01 1.7254900e-01 3.9388200e+00 3.93882 i
8.4705900e-01 1.7254900e-01 3.7894100e+00 3.78941 i
8.5098000e-01 1.7254900e-01 3.7818700e+00 3.78187 i
8.5490200e-01 1.7254900e-01 3.6253600e+00 3.62536 i
8.5882400e-01 1.7254900e-01 3.5043200e+00 3.50432 i
8.6274500e-01 1.7254900e-01 3.8160100e+00 3.81601 i
8.6666700e-01 1.7254900e-01 4.2695700e+00 4.26957 i
8.7058800e-01 1.7254900e-01 4.5599800e+00 4.55998 i
8.7451000e-01 1.7254900e-01 4.5453400e+00 4.54534 i
8.7843100e-01 1.7254900e-01 4.6300300e+00 4.63003 i
8.8235300e-01 1.7254900e-01 4.5018900e+00 4.50189 i
8.8627500e-01 1.7254900e-01 4.4021300e+00 4.40213 i
8.9019600e-01 1.7254900e-01 4.3946000e+00 4.3946 i
8.9411800e-01 1.7254900e-01 4.5289400e+00 4.52894 i
8.9803900e-01 1.7254900e-01 4.6490900e+00 4.64909 i
9.0196100e-01 1.7254900e-01 4.5422400e+00 4.54224 i
9.0588200e-01 1.7254900e-01 4.4282900e+00 4.42829 i
9.0980400e-01 1.7254900e-01 4.4916900e+00 4.49169 i
9.1372500e-01 1.7254900e-01 4.3139000e+00 4.3139 i
9.1764700e-01 1.7254900e-01 4.4198600e+00 4.41986 i
9.2156900e-01 1.7254900e-01 4.2137000e+00 4.2137 i
9.2549000e-01 1.7254900e-01 4.3054700e+00 4.30547 i
9.2941200e-01 1.7254900e-01 4.2411900e+00 4.24119 i
9.3333300e-01 1.7254900e-01 4.1414300e+00 4.14143 i
9.3725500e-01 1.7254900e-01 4.2473900e+00 4.24739 i
9.4117600e-01 1.7254900e-01 4.2398500e+00 4.23985 i
9.4509800e-01 1.7254900e-01 4.1897500e+00 4.18975 i
9.4902000e-01 1.7254900e-01 4.4730600e+00 4.47306 i
9.5294100e-01 1.7254900e-01 4.5364600e+00 4.53646 i
9.5686300e-01 1.7254900e-01 4.7062700e+00 4.70627 i
9.6078400e-01 1.7254900e-01 4.8193300e+00 4.81933 i
9.6470600e-01 1.7254900e-01 4.7905100e+00 4.79051 i
9.6862700e-01 1.7254900e-01 4.7262200e+00 4.72622 i
9.7254900e-01 1.7254900e-01 4.5555300e+00 4.55553 i
9.7647100e-01 1.7254900e-01 4.4841400e+00 4.48414 i
9.8039200e-01 1.7254900e-01 4.4766100e+00 4.47661 i
9.8431400e-01 1.7254900e-01 4.4194100e+00 4.41941 i
9.8823500e-01 1.7254900e-01 4.3267500e+00 4.32675 i
9.9215700e-01 1.7254900e-01 4.1205800e+00 4.12058 i
9.9607800e-01 1.7254900e-01 4.1768900e+00 4.17689 i
1.0000000e+00 1.7254900e-01 4.3041300e+00 4.30413 i
0.0000000e+00 1.7647100e-01 4.3038600e+00 4.30386 i
3.9220000e-03 1.7647100e-01 4.1828200e+00 4.18282 i
7.8430000e-03 1.7647100e-01 4.3313500e+00 4.33135 i
1.1765000e-02 1.7647100e-01 4.2315900e+00 4.23159 i
1.5686000e-02 1.7647100e-01 4.2311400e+00 4.23114 i
1.9608000e-02 1.7647100e-01 4.2236100e+00 4.22361 i
2.3529000e-02 1.7647100e-01 4.3437600e+00 4.34376 i
2.7451000e-02 1.7647100e-01 4.2440000e+00 4.244 i
3.1373000e-02 1.7647100e-01 4.3428700e+00 4.34287 i
3.5294000e-02 1.7647100e-01 4.3424300e+00 4.34243 i
3.9216000e-02 1.7647100e-01 4.2994200e+00 4.29942 i
4.3137000e-02 1.7647100e-01 4.3841000e+00 4.3841 i
4.7059000e-02 1.7647100e-01 4.3765600e+00 4.37656 i
5.0980000e-02 1.7647100e-01 4.3406500e+00 4.34065 i
5.4902000e-02 1.7647100e-01 4.3047400e+00 4.30474 i
5.8824000e-02 1.7647100e-01 4.3397600e+00 4.33976 i
6.2745000e-02 1.7647100e-01 4.3676900e+00 4.36769 i
6.6667000e-02 1.7647100e-01 4.2750300e+00 4.27503 i
7.0588000e-02 1.7647100e-01 4.3597100e+00 4.35971 i
7.4510000e-02 1.7647100e-01 4.2670500e+00 4.26705 i
7.8431000e-02 1.7647100e-01 4.2949800e+00 4.29498 i
8.2353000e-02 1.7647100e-01 4.2519700e+00 4.25197 i
8.6275000e-02 1.7647100e-01 4.3011900e+00 4.30119 i
9.0196000e-02 1.7647100e-01 4.3504000e+00 4.3504 i
9.4118000e-02 1.7647100e-01 4.3144900e+00 4.31449 i
9.8039000e-02 1.7647100e-01 4.3140400e+00 4.31404 i
1.0196100e-01 1.7647100e-01 4.3277900e+00 4.32779 i
1.0588200e-01 1.7647100e-01 4.2989700e+00 4.29897 i
1.0980400e-01 1.7647100e-01 4.2843300e+00 4.28433 i
1.1372500e-01 1.7647100e-01 4.2129500e+00 4.21295 i
1.1764700e-01 1.7647100e-01 4.1202900e+00 4.12029 i
1.2156900e-01 1.7647100e-01 4.1695000e+00 4.1695 i
1.2549000e-01 1.7647100e-01 4.1052100e+00 4.10521 i
1.2941200e-01 1.7647100e-01 4.2182700e+00 4.21827 i
1.3333300e-01 1.7647100e-01 4.1468900e+00 4.14689 i
1.3725500e-01 1.7647100e-01 4.1890100e+00 4.18901 i
1.4117600e-01 1.7647100e-01 4.1956600e+00 4.19566 i
1.4509800e-01 1.7647100e-01 4.2023100e+00 4.20231 i
1.4902000e-01 1.7647100e-01 4.1663900e+00 4.16639 i
1.5294100e-01 1.7647100e-01 4.2581700e+00 4.25817 i
1.5686300e-01 1.7647100e-01 4.2364400e+00 4.23644 i
1.6078400e-01 1.7647100e-01 4.2927500e+00 4.29275 i
1.6470600e-01 1.7647100e-01 4.2355500e+00 4.23555 i
1.6862700e-01 1.7647100e-01 4.1996400e+00 4.19964 i
1.7254900e-01 1.7647100e-01 4.2133800e+00 4.21338 i
1.7647100e-01 1.7647100e-01 4.2129400e+00 4.21294 i
1.8039200e-01 1.7647100e-01 4.2692500e+00 4.26925 i
1.8431400e-01 1.7647100e-01 4.2617100e+00 4.26171 i
1.8823500e-01 1.7647100e-01 4.2612700e+00 4.26127 i
1.9215700e-01 1.7647100e-01 4.2537300e+00 4.25373 i
1.9607800e-01 1.7647100e-01 4.2532800e+00 4.25328 i
2.0000000e-01 1.7647100e-01 4.2599300e+00 4.25993 i
2.0392200e-01 1.7647100e-01 4.2665800e+00 4.26658 i
2.0784300e-01 1.7647100e-01 4.2306700e+00 4.23067 i
2.1176500e-01 1.7647100e-01 4.2373200e+00 4.23732 i
2.1568600e-01 1.7647100e-01 4.2723500e+00 4.27235 i
2.1960800e-01 1.7647100e-01 4.2577100e+00 4.25771 i
2.2352900e-01 1.7647100e-01 4.2501800e+00 4.25018 i
2.2745100e-01 1.7647100e-01 4.3064800e+00 4.30648 i
2.3137300e-01 1.7647100e-01 4.2067200e+00 4.20672 i
2.3529400e-01 1.7647100e-01 4.1850000e+00 4.185 i
2.3921600e-01 1.7647100e-01 4.2625900e+00 4.26259 i
2.4313700e-01 1.7647100e-01 4.2479600e+00 4.24796 i
2.4705900e-01 1.7647100e-01 4.2546100e+00 4.25461 i
2.5098000e-01 1.7647100e-01 4.2612600e+00 4.26126 i
2.5490200e-01 1.7647100e-01 4.2608100e+00 4.26081 i
2.5882400e-01 1.7647100e-01 4.2674600e+00 4.26746 i
2.6274500e-01 1.7647100e-01 4.3237700e+00 4.32377 i
2.6666700e-01 1.7647100e-01 4.2169200e+00 4.21692 i
2.7058800e-01 1.7647100e-01 4.1739100e+00 4.17391 i
2.7451000e-01 1.7647100e-01 4.1521800e+00 4.15218 i
2.7843100e-01 1.7647100e-01 4.2014000e+00 4.2014 i
2.8235300e-01 1.7647100e-01 4.2222300e+00 4.22223 i
2.8627500e-01 1.7647100e-01 4.2076000e+00 4.2076 i
2.9019600e-01 1.7647100e-01 4.2355300e+00 4.23553 i
2.9411800e-01 1.7647100e-01 4.3415000e+00 4.3415 i
2.9803900e-01 1.7647100e-01 4.2630200e+00 4.26302 i
3.0196100e-01 1.7647100e-01 4.2980500e+00 4.29805 i
3.0588200e-01 1.7647100e-01 4.2976000e+00 4.2976 i
3.0980400e-01 1.7647100e-01 4.2687800e+00 4.26878 i
3.1372500e-01 1.7647100e-01 4.2612500e+00 4.26125 i
3.1764700e-01 1.7647100e-01 4.1260200e+00 4.12602 i
3.2156900e-01 1.7647100e-01 4.1255700e+00 4.12557 i
3.2549000e-01 1.7647100e-01 4.0541900e+00 4.05419 i
3.2941200e-01 1.7647100e-01 4.0111800e+00 4.01118 i
3.3333300e-01 1.7647100e-01 3.8475800e+00 3.84758 i
3.3725500e-01 1.7647100e-01 3.8400400e+00 3.84004 i
3.4117600e-01 1.7647100e-01 3.9176300e+00 3.91763 i
3.4509800e-01 1.7647100e-01 3.9313800e+00 3.93138 i
3.4902000e-01 1.7647100e-01 3.9167400e+00 3.91674 i
3.5294100e-01 1.7647100e-01 3.8028000e+00 3.8028 i
3.5686300e-01 1.7647100e-01 3.9655100e+00 3.96551 i
3.6078400e-01 1.7647100e-01 4.0076300e+00 4.00763 i
3.6470600e-01 1.7647100e-01 4.0639400e+00 4.06394 i
3.6862700e-01 1.7647100e-01 4.1699000e+00 4.1699 i
3.7254900e-01 1.7647100e-01 4.1765500e+00 4.17655 i
3.7647100e-01 1.7647100e-01 4.0697000e+00 4.0697 i
3.8039200e-01 1.7647100e-01 3.9770400e+00 3.97704 i
3.8431400e-01 1.7647100e-01 3.8630900e+00 3.86309 i
3.8823500e-01 1.7647100e-01 3.9406800e+00 3.94068 i
3.9215700e-01 1.7647100e-01 3.6848600e+00 3.68486 i
3.9607800e-01 1.7647100e-01 3.7553500e+00 3.75535 i
4.0000000e-01 1.7647100e-01 3.7620000e+00 3.762 i
4.0392200e-01 1.7647100e-01 3.8254000e+00 3.8254 i
4.0784300e-01 1.7647100e-01 4.0164900e+00 4.01649 i
4.1176500e-01 1.7647100e-01 4.1295500e+00 4.12955 i
4.1568600e-01 1.7647100e-01 4.0723600e+00 4.07236 i
4.1960800e-01 1.7647100e-01 4.1144700e+00 4.11447 i
4.2352900e-01 1.7647100e-01 4.0998400e+00 4.09984 i
4.2745100e-01 1.7647100e-01 4.0497400e+00 4.04974 i
4.3137300e-01 1.7647100e-01 4.1273300e+00 4.12733 i
4.3529400e-01 1.7647100e-01 4.0630400e+00 4.06304 i
4.3921600e-01 1.7647100e-01 3.9774700e+00 3.97747 i
4.4313700e-01 1.7647100e-01 4.0125000e+00 4.0125 i
4.4705900e-01 1.7647100e-01 4.0333300e+00 4.03333 i
4.5098000e-01 1.7647100e-01 4.1463900e+00 4.14639 i
4.5490200e-01 1.7647100e-01 4.1317600e+00 4.13176 i
4.5882400e-01 1.7647100e-01 4.0391000e+00 4.0391 i
4.6274500e-01 1.7647100e-01 4.1805300e+00 4.18053 i
4.6666700e-01 1.7647100e-01 4.1517100e+00 4.15171 i
4.7058800e-01 1.7647100e-01 4.0590500e+00 4.05905 i
4.7451000e-01 1.7647100e-01 4.0373200e+00 4.03732 i
4.7843100e-01 1.7647100e-01 4.0368800e+00 4.03688 i
4.8235300e-01 1.7647100e-01 3.9796800e+00 3.97968 i
4.8627500e-01 1.7647100e-01 3.9650500e+00 3.96505 i
4.9019600e-01 1.7647100e-01 3.9787900e+00 3.97879 i
4.9411800e-01 1.7647100e-01 4.0918500e+00 4.09185 i
4.9803900e-01 1.7647100e-01 4.1339700e+00 4.13397 i
5.0196100e-01 1.7647100e-01 4.1264300e+00 4.12643 i
5.0588200e-01 1.7647100e-01 4.1543600e+00 4.15436 i
5.0980400e-01 1.7647100e-01 4.1113600e+00 4.11136 i
5.1372500e-01 1.7647100e-01 3.9477500e+00 3.94775 i
5.1764700e-01 1.7647100e-01 4.1459400e+00 4.14594 i
5.2156900e-01 1.7647100e-01 4.0816500e+00 4.08165 i
5.2549000e-01 1.7647100e-01 4.1521400e+00 4.15214 i
5.2941200e-01 1.7647100e-01 4.1233200e+00 4.12332 i
5.3333300e-01 1.7647100e-01 4.2080100e+00 4.20801 i
5.3725500e-01 1.7647100e-01 4.3778200e+00 4.37782 i
5.4117600e-01 1.7647100e-01 4.3844700e+00 4.38447 i
5.4509800e-01 1.7647100e-01 4.6394000e+00 4.6394 i
5.4902000e-01 1.7647100e-01 4.4687000e+00 4.4687 i
5.5294100e-01 1.7647100e-01 4.5250100e+00 4.52501 i
5.5686300e-01 1.7647100e-01 4.4465400e+00 4.44654 i
5.6078400e-01 1.7647100e-01 4.2900300e+00 4.29003 i
5.6470600e-01 1.7647100e-01 4.2824900e+00 4.28249 i
5.6862700e-01 1.7647100e-01 4.1969200e+00 4.19692 i
5.7254900e-01 1.7647100e-01 4.2319400e+00 4.23194 i
5.7647100e-01 1.7647100e-01 4.1038100e+00 4.10381 i
5.8039200e-01 1.7647100e-01 4.1317400e+00 4.13174 i
5.8431400e-01 1.7647100e-01 4.0816400e+00 4.08164 i
5.8823500e-01 1.7647100e-01 4.0599100e+00 4.05991 i
5.9215700e-01 1.7647100e-01 3.9956200e+00 3.99562 i
5.9607800e-01 1.7647100e-01 4.0448400e+00 4.04484 i
6.0000000e-01 1.7647100e-01 4.0798600e+00 4.07986 i
6.0392200e-01 1.7647100e-01 4.1007000e+00 4.1007 i
6.0784300e-01 1.7647100e-01 4.1002600e+00 4.10026 i
6.1176500e-01 1.7647100e-01 4.2558800e+00 4.25588 i
6.1568600e-01 1.7647100e-01 4.3192800e+00 4.31928 i
6.1960800e-01 1.7647100e-01 4.3543000e+00 4.3543 i
6.2352900e-01 1.7647100e-01 4.5454000e+00 4.5454 i
6.2745100e-01 1.7647100e-01 4.4882000e+00 4.4882 i
6.3137300e-01 1.7647100e-01 4.4593800e+00 4.45938 i
6.3529400e-01 1.7647100e-01 4.5015000e+00 4.5015 i
6.3921600e-01 1.7647100e-01 4.4088400e+00 4.40884 i
6.4313700e-01 1.7647100e-01 4.4367700e+00 4.43677 i
6.4705900e-01 1.7647100e-01 4.3441000e+00 4.3441 i
6.5098000e-01 1.7647100e-01 4.3152800e+00 4.31528 i
6.5490200e-01 1.7647100e-01 4.3928700e+00 4.39287 i
6.5882400e-01 1.7647100e-01 4.3498600e+00 4.34986 i
6.6274500e-01 1.7647100e-01 4.2997600e+00 4.29976 i
6.6666700e-01 1.7647100e-01 4.3276900e+00 4.32769 i
6.7058800e-01 1.7647100e-01 4.3272500e+00 4.32725 i
6.7451000e-01 1.7647100e-01 4.2842400e+00 4.28424 i
6.7843100e-01 1.7647100e-01 4.2412400e+00 4.24124 i
6.8235300e-01 1.7647100e-01 4.3330100e+00 4.33301 i
6.8627500e-01 1.7647100e-01 4.3609400e+00 4.36094 i
6.9019600e-01 1.7647100e-01 4.2682800e+00 4.26828 i
6.9411800e-01 1.7647100e-01 4.3104000e+00 4.3104 i
6.9803900e-01 1.7647100e-01 4.3170500e+00 4.31705 i
7.0196100e-01 1.7647100e-01 4.2740400e+00 4.27404 i
7.0588200e-01 1.7647100e-01 4.2948800e+00 4.29488 i
7.0980400e-01 1.7647100e-01 4.2376800e+00 4.23768 i
7.1372500e-01 1.7647100e-01 4.3152700e+00 4.31527 i
7.1764700e-01 1.7647100e-01 4.0949200e+00 4.09492 i
7.2156900e-01 1.7647100e-01 4.1441300e+00 4.14413 i
7.2549000e-01 1.7647100e-01 4.2288100e+00 4.22881 i
7.2941200e-01 1.7647100e-01 4.2425600e+00 4.24256 i
7.3333300e-01 1.7647100e-01 4.3981800e+00 4.39818 i
7.3725500e-01 1.7647100e-01 4.3480800e+00 4.34808 i
7.4117600e-01 1.7647100e-01 4.4256700e+00 4.42567 i
7.4509800e-01 1.7647100e-01 4.5812900e+00 4.58129 i
7.4902000e-01 1.7647100e-01 4.4744400e+00 4.47444 i
7.5294100e-01 1.7647100e-01 4.5094600e+00 4.50946 i
7.5686300e-01 1.7647100e-01 4.3742300e+00 4.37423 i
7.6078400e-01 1.7647100e-01 4.2744800e+00 4.27448 i
7.6470600e-01 1.7647100e-01 4.2527500e+00 4.25275 i
7.6862700e-01 1.7647100e-01 4.2452100e+00 4.24521 i
7.7254900e-01 1.7647100e-01 4.2589600e+00 4.25896 i
7.7647100e-01 1.7647100e-01 4.2301400e+00 4.23014 i
7.8039200e-01 1.7647100e-01 4.0736300e+00 4.07363 i
7.8431400e-01 1.7647100e-01 4.1086500e+00 4.10865 i
7.8823500e-01 1.7647100e-01 4.1649600e+00 4.16496 i
7.9215700e-01 1.7647100e-01 4.1928900e+00 4.19289 i
7.9607800e-01 1.7647100e-01 4.0789400e+00 4.07894 i
8.0000000e-01 1.7647100e-01 4.0997800e+00 4.09978 i
8.0392200e-01 1.7647100e-01 4.0425900e+00 4.04259 i
8.0784300e-01 1.7647100e-01 3.8222300e+00 3.82223 i
8.1176500e-01 1.7647100e-01 3.8005100e+00 3.80051 i
8.1568600e-01 1.7647100e-01 3.8284400e+00 3.82844 i
8.1960800e-01 1.7647100e-01 4.0053400e+00 4.00534 i
8.2352900e-01 1.7647100e-01 4.0261800e+00 4.02618 i
8.2745100e-01 1.7647100e-01 4.0683000e+00 4.0683 i
8.3137300e-01 1.7647100e-01 4.0678500e+00 4.06785 i
8.3529400e-01 1.7647100e-01 4.0957900e+00 4.09579 i
8.3921600e-01 1.7647100e-01 3.9960300e+00 3.99603 i
8.4313700e-01 1.7647100e-01 3.9175500e+00 3.91755 i
8.4705900e-01 1.7647100e-01 3.7326700e+00 3.73267 i
8.5098000e-01 1.7647100e-01 3.7818800e+00 3.78188 i
8.5490200e-01 1.7647100e-01 3.8523700e+00 3.85237 i
8.5882400e-01 1.7647100e-01 3.9583400e+00 3.95834 i
8.6274500e-01 1.7647100e-01 4.3551500e+00 4.35515 i
8.6666700e-01 1.7647100e-01 4.4611200e+00 4.46112 i
8.7058800e-01 1.7647100e-01 4.6025500e+00 4.60255 i
8.7451000e-01 1.7647100e-01 4.6588600e+00 4.65886 i
8.7843100e-01 1.7647100e-01 4.7577300e+00 4.75773 i
8.8235300e-01 1.7647100e-01 4.7643800e+00 4.76438 i
8.8627500e-01 1.7647100e-01 4.4092400e+00 4.40924 i
8.9019600e-01 1.7647100e-01 4.2385400e+00 4.23854 i
8.9411800e-01 1.7647100e-01 4.3799800e+00 4.37998 i
8.9803900e-01 1.7647100e-01 4.3015000e+00 4.3015 i
9.0196100e-01 1.7647100e-01 4.3294300e+00 4.32943 i
9.0588200e-01 1.7647100e-01 4.4566800e+00 4.45668 i
9.0980400e-01 1.7647100e-01 4.4207600e+00 4.42076 i
9.1372500e-01 1.7647100e-01 4.4061300e+00 4.40613 i
9.1764700e-01 1.7647100e-01 4.3276500e+00 4.32765 i
